fpr,tpr
0.0,0.0
0.0,0.0006278777731268313
4.185851820845542e-05,0.0006278777731268313
4.185851820845542e-05,0.0010464629552113854
8.371703641691084e-05,0.0010464629552113854
8.371703641691084e-05,0.0014650481372959396
0.00012557555462536625,0.002092925910422771
0.00016743407283382168,0.002092925910422771
0.00016743407283382168,0.0027208036835496023
0.0002511511092507325,0.0027208036835496023
0.00029300962745918796,0.0037672666387609877
0.00033486814566764336,0.0037672666387609877
0.00033486814566764336,0.0046044370029300966
0.00033486814566764336,0.0054416073670992045
0.00033486814566764336,0.006278777731268313
0.00033486814566764336,0.006697362913352867
0.00033486814566764336,0.007325240686479699
0.00033486814566764336,0.007743825868564253
0.00033486814566764336,0.00858099623273336
0.00033486814566764336,0.008790288823775638
0.00033486814566764336,0.009208874005860193
0.00033486814566764336,0.009418166596902469
0.00033486814566764336,0.010046044370029301
0.00033486814566764336,0.010255336961071579
0.00033486814566764336,0.010883214734198409
0.00033486814566764336,0.011092507325240687
0.00033486814566764336,0.011720385098367517
0.00033486814566764336,0.012557555462536627
0.00033486814566764336,0.013185433235663457
0.00033486814566764336,0.013604018417748012
0.00033486814566764336,0.014022603599832565
0.00033486814566764336,0.014231896190874843
0.00033486814566764336,0.014859773964001675
0.00033486814566764336,0.015278359146086228
0.00033486814566764336,0.01590623691921306
0.00033486814566764336,0.01716199246546672
0.00033486814566764336,0.017371285056509
0.00033486814566764336,0.017789870238593554
0.00033486814566764336,0.018417748011720386
0.00033486814566764336,0.018627040602762664
0.00033486814566764336,0.019045625784847215
0.00033486814566764336,0.019254918375889492
0.00033486814566764336,0.020092088740058602
0.00033486814566764336,0.020719966513185435
0.00033486814566764336,0.021347844286312263
0.00033486814566764336,0.021766429468396818
0.00033486814566764336,0.021975722059439096
0.00033486814566764336,0.023022185014650483
0.00033486814566764336,0.023440770196735034
0.00033486814566764336,0.0246965257429887
0.00033486814566764336,0.02532440351611553
0.00033486814566764336,0.02595228128924236
0.00033486814566764336,0.026370866471326915
0.00033486814566764336,0.026998744244453747
0.0003767266638760988,0.026998744244453747
0.0003767266638760988,0.027208036835496024
0.0003767266638760988,0.028254499790707408
0.0003767266638760988,0.028673084972791963
0.0003767266638760988,0.02971954792800335
0.0003767266638760988,0.029928840519045624
0.0003767266638760988,0.03034742570113018
0.0003767266638760988,0.03097530347425701
0.0003767266638760988,0.031393888656341566
0.0003767266638760988,0.03244035161155295
0.0003767266638760988,0.03285893679363751
0.0003767266638760988,0.033486814566764334
0.0003767266638760988,0.03432398493093344
0.0003767266638760988,0.034742570113018
0.0003767266638760988,0.03557974047718711
0.0003767266638760988,0.03641691084135622
0.0003767266638760988,0.037463373796567605
0.0004185851820845542,0.037463373796567605
0.0004185851820845542,0.03788195897865215
0.0004185851820845542,0.03830054416073671
0.0004185851820845542,0.03871912934282126
0.0004604437002930096,0.03871912934282126
0.0004604437002930096,0.03913771452490582
0.0005441607367099205,0.03913771452490582
0.0005441607367099205,0.03955629970699037
0.0006278777731268313,0.03955629970699037
0.0006278777731268313,0.03976559229803265
0.0007534533277521976,0.03976559229803265
0.0007534533277521976,0.03997488488907493
0.0008790288823775638,0.03997488488907493
0.0008790288823775638,0.040184177480117204
0.0009208874005860192,0.040184177480117204
0.0009627459187944746,0.04039347007115948
0.0009627459187944746,0.041021347844286314
0.0010464629552113854,0.041021347844286314
0.0010464629552113854,0.04143993302637087
0.0011301799916282964,0.04143993302637087
0.0011301799916282964,0.04227710339053997
0.0011720385098367518,0.04227710339053997
0.0011720385098367518,0.04269568857262453
0.0013813311008790288,0.04269568857262453
