fpr,tpr
0.0,0.0
2.7497645514102855e-05,0.0
8.249293654230857e-05,1.7157956144264094e-05
9.280455361009714e-05,0.00017157956144264096
0.00011342778774567427,0.00017157956144264096
0.00012717661050272571,0.00017157956144264096
0.00014092543325977712,0.00018873751758690505
0.00015467425601682855,0.0002573693421639614
0.00016154866739535428,0.0002573693421639614
0.00017873469584166855,0.0002745272983082255
0.00017873469584166855,0.00030884321059675374
0.0001821719015309314,0.0003946329913180742
0.0002062323413557714,0.00046326481589513055
0.00021310675273429714,0.0005318966404721869
0.0002234183698020857,0.0006176864211935075
0.0002234183698020857,0.000720634158059092
0.00023372998686987427,0.0008235818949246766
0.00023716719255913713,0.0009780035002230534
0.00025091601531618854,0.0011324251055214302
0.00026466483807324,0.0011667410178099584
0.00028185086651955424,0.001252530798531279
0.00028872527789807997,0.0013383205792525995
0.00030591130634439426,0.0013726364915411277
0.00030591130634439426,0.001441268316118184
0.00031278571772292,0.0015785319652722968
0.00031278571772292,0.001612847877560825
0.0003265345404799714,0.001612847877560825
0.0003334089518584971,0.0017672694828592018
0.00033684615754775996,0.0017844274390034658
0.0003471577746155485,0.001818743351291994
0.0003505949803048114,0.0019388490443018427
0.0003609065973726,0.001990322912734635
0.00036778100875112566,0.0020589547373116913
0.0003746554201296514,0.0020761126934559556
0.00038840424288670285,0.002144744518033012
0.00040902747702228,0.0024364297724855017
0.0004399623282256457,0.0024879036409182938
0.0004468367396041714,0.002642325246216671
0.00045714835667196,0.0027967468515150474
0.00046745997373974854,0.0029683264129576883
0.00048464600218606284,0.003019800281390481
0.0005018320306323771,0.0031399059744003296
0.0005121436477001657,0.0032771696235544424
0.0005190180590786914,0.0033286434919872344
0.0005430784989035313,0.003397275316564291
0.0005430784989035313,0.003465907141141347
0.00055339011597132,0.0035002230534298753
0.0005602645273498456,0.003551696921862668
0.0005671389387283714,0.0036718026148725162
0.0005877621728639486,0.0037061185271610444
0.0006118226126887885,0.003791908307882365
0.0006186970240673142,0.003997803781613535
0.0006186970240673142,0.004066435606190591
0.0006290086411351028,0.004066435606190591
0.0006461946695814171,0.004135067430767647
0.00064963187527068,0.0042380151676332314
0.0006530690809599428,0.00427233107992176
0.0006599434923384686,0.004426752685220137
0.0006668179037169942,0.004461068597508664
0.0006771295207847828,0.004461068597508664
0.000694315549231097,0.004529700422085721
0.0006977527549203599,0.0046669640712398335
0.0007080643719881485,0.004838543632682475
0.0007183759890559371,0.004890017501115267
0.0007286876061237256,0.004924333413403795
0.0007389992231915143,0.004992965237980851
0.0007389992231915143,0.005061597062557908
0.0007458736345700399,0.0051130709309907
0.0007561852516378286,0.005233176624000549
0.0007664968687056171,0.005284650492433342
0.0008008689255982457,0.005318966404721869
0.0008043061312875085,0.005439072097731718
0.0008043061312875085,0.005473388010020246
0.0008043061312875085,0.005593493703030095
0.0008043061312875085,0.005662125527607151
0.00081805495404456,0.005713599396039944
0.0008249293654230856,0.005713599396039944
0.0008352409824908743,0.005747915308328472
0.0008489898052479256,0.005747915308328472
0.0008661758336942399,0.005765073264472736
0.0008730502450727657,0.005850863045194056
0.0008730502450727657,0.005970968738203905
0.0008764874507620285,0.006005284650492433
0.0008764874507620285,0.006022442606636698
0.0008799246564512914,0.006039600562780962
0.0008971106848976057,0.006073916475069489
0.0009074223019653942,0.006176864211935074
0.0009108595076546571,0.006245496036512131
0.00091429671334392,0.0062626539926563946
0.0009452315645472856,0.0062626539926563946
0.0009521059759258114,0.006279811948800659
0.0009555431816150742,0.006382759685666243
0.0009761664157506513,0.0064513915102433
0.0009796036214399142,0.006468549466387564
0.0009830408271291771,0.006468549466387564
0.0009830408271291771,0.006571497203253149
0.0009864780328184399,0.006657286983974469
0.0009864780328184399,0.0066916028962629975
0.0009967896498862285,0.006743076764695789
0.0010105384726432798,0.006760234720840054
0.0010174128840218057,0.0068974983699941666
0.0010208500897110684,0.00691465632613843
0.00103459891246812,0.006931814282282694
0.0010380361181573827,0.006931814282282694
0.0010449105295359084,0.006948972238426958
0.001055222146603697,0.007000446106859751
0.001055222146603697,0.0070176040630040145
0.0010620965579822227,0.007086235887581072
0.0010758453807392743,0.007103393843725336
0.0010861569978070627,0.007154867712158128
